baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	ENSEMBL	ENTREZID
Pdss2	89.8661477292141	-0.349222779997349	0.407341437957618	-0.8573220091438	0.391266948237998	0.700093285437403	ENSMUSG00000038240	71365
Pdxdc1	519.922708085434	-0.0210283523884626	0.18843879308335	-0.111592480743396	0.911146534280112	0.97215381617773	ENSMUSG00000022680	94184
Pdxk	178.392890504152	0.0751010096077301	0.317509807139526	0.236531306810085	0.81302041704288	0.938618280885634	ENSMUSG00000032788	216134
Pdzd11	450.788969046664	-0.0610891245025737	0.199671943555271	-0.3059474626973	0.759644647484497	0.917131284015288	ENSMUSG00000015668	72621
Pdzd2	7.10579244628792	2.67706343653149	1.44990866651055	1.84636694597757	0.0648389432474864	NA	ENSMUSG00000022197	68070
Pdzd8	620.338498543607	0.303542272799473	0.200701944221443	1.51240325038686	0.130431308544382	0.406316341224241	ENSMUSG00000074746	107368
Pdzk1	7.3659786351592	-1.3162027547813	1.39474461452032	-0.943687282301473	0.345329474815659	NA	ENSMUSG00000038298	59020
Pdzk1ip1	55.6850229764664	-1.14604055088063	0.585723027312621	-1.9566253970564	0.050391526813953	0.233214253129798	ENSMUSG00000028716	67182
Pea15a	637.980965125011	0.367603650433218	0.202519065637522	1.81515576953713	0.0694999747124726	0.283562378230329	ENSMUSG00000013698	18611
Peak1	267.447549479956	0.787630850813457	0.306994626322623	2.565617712102	0.0102992268882817	0.0839674781920375	ENSMUSG00000074305	244895
Pear1	523.067576543364	-0.432782344393905	0.258782699848892	-1.67237742185477	0.0944499214248301	0.340629112059169	ENSMUSG00000028073	73182
Pecam1	928.415710655266	-0.308189310839355	0.153290752915458	-2.01048859750416	0.0443795018403219	0.216036957307893	ENSMUSG00000020717	18613
Pecr	50.2054967560209	-0.965259233450657	0.667890886956462	-1.44523492130471	0.148391910563863	0.437330382454815	ENSMUSG00000026189	111175
Pef1	740.313380094883	0.131400526309138	0.184067837740499	0.713870103121371	0.475307505820743	0.763690908021971	ENSMUSG00000028779	67898
Peg13	13.9826740865176	-2.24606996534186	1.04798091568648	-2.14323556061188	0.0320941881969886	0.177319743249518	ENSMUSG00000106847	353342
Peli1	1987.00953091606	0.154248257485529	0.141896133422517	1.08705046265237	0.27701450872298	0.595145850012582	ENSMUSG00000020134	67245
Pelo	132.338447981592	-0.979486618427283	0.353271974192789	-2.77261342529468	0.00556081362874183	0.0548794941330254	ENSMUSG00000042275	105083
Pelp1	184.042793941086	0.274208905078443	0.324840511530866	0.844133952954903	0.398594556602575	0.705204492199647	ENSMUSG00000018921	75273
Pemt	11.3712776798035	0.931191702242101	1.16630352721814	0.798412832089406	0.42463095911059	0.725526457038613	ENSMUSG00000000301	18618
Penk	137.105731807207	-0.50646600729856	0.371963069547627	-1.36160293524438	0.17332322842192	0.4727091152247	ENSMUSG00000045573	18619
Pepd	585.53306347494	-0.215927928310858	0.178259416551213	-1.21131288595249	0.225775511968003	0.538819978353154	ENSMUSG00000063931	18624
Per1	192.88865945062	-0.424406790288	0.318679597192804	-1.33176643257532	0.182936951534411	0.484195023430105	ENSMUSG00000020893	18626
Per2	10.9868266914362	-0.359922990528316	3.2152118049273	-0.111943788579258	0.910867976516203	0.972102263872817	ENSMUSG00000055866	18627
Per3	11.3659897451164	-0.701909516150099	1.40932514560433	-0.498046542587668	0.61845123777958	0.847514910483604	ENSMUSG00000028957	18628
Perp	258.555255744528	0.442684729539943	0.259270352472111	1.70742518502018	0.0877430525687677	0.326211483403832	ENSMUSG00000019851	64058
Pes1	900.524056556814	-0.237120293027777	0.166218320063541	-1.42655931630841	0.153706957996756	0.44574431046061	ENSMUSG00000020430	64934
Pet100	421.123186598333	-0.11207374747168	0.22584946760986	-0.496232064028064	0.619730691149653	0.848479130165255	ENSMUSG00000087687	100503890
Pex1	126.22300867914	0.444905579084725	0.349841784516568	1.27173367726649	0.203467760656689	0.51048581781822	ENSMUSG00000005907	71382
Pex10	44.7980402821447	-0.338593383764158	0.560627660766911	-0.603954116892804	0.545874147809535	0.807330909071629	ENSMUSG00000029047	668173
Pex11a	103.235850166709	-0.0229867928037064	0.374364275309233	-0.0614022072077224	0.951038894581048	0.984897270971974	ENSMUSG00000030545	18631
Pex11b	262.343703175025	-0.096071190649824	0.237865945262011	-0.403887956907833	0.686295112699071	0.8832907660573	ENSMUSG00000028102	18632
Pex11g	44.4168505255856	-0.483804501712231	0.546076107040046	-0.885965336104243	0.375636206667827	0.688005783629746	ENSMUSG00000069633	69129
Pex12	150.145404299865	-0.0980934432081409	0.331975950126781	-0.295483582984488	0.767624491658443	0.921278291700366	ENSMUSG00000018733	103737
Pex13	321.458875984402	-0.0464943371674526	0.231424218269244	-0.200905235913383	0.840772673522248	0.949428699681121	ENSMUSG00000020283	72129
Pex14	286.225233343278	-0.613890915466169	0.230134059807446	-2.66753611342804	0.00764096768605972	0.0686283223856468	ENSMUSG00000028975	56273
Pex16	409.537483431631	-0.319156080143488	0.226490400806567	-1.40913733653578	0.15879456254261	0.454129267183901	ENSMUSG00000027222	18633
Pex19	613.492241273567	-0.0976370776892937	0.183248226289511	-0.532813220986043	0.594162880928576	0.834183808790312	ENSMUSG00000003464	19298
Pex2	1054.775630902	0.377588146712789	0.152020042527852	2.48380503277131	0.012998695439225	0.098064757542951	ENSMUSG00000040374	19302
Pex26	52.7626300315155	0.452049496809893	0.489047244162034	0.924347294062488	0.355305526537966	0.671000728476667	ENSMUSG00000067825	74043
Pex3	345.431089840912	-0.0769715546846926	0.210259181437432	-0.366079398571223	0.71430582967698	0.897246381973082	ENSMUSG00000019809	56535
Pex5	557.066625453112	-0.131878605025042	0.196705759113766	-0.670435912091263	0.502579948029647	0.781480760554547	ENSMUSG00000005069	19305
Pex6	233.233913040046	-0.114637480014485	0.248628141790154	-0.461080065953438	0.644741162834699	0.862569323507534	ENSMUSG00000002763	224824
Pex7	657.724024422461	0.311728371226617	0.181282351107801	1.71957374406097	0.0855099522198686	0.320479387058531	ENSMUSG00000020003	18634
Pf4	40.2663015919211	-0.70646636532408	0.565552501873963	-1.24916141822943	0.211606040293703	0.521804285298965	ENSMUSG00000029373	56744
Pfas	158.248723085713	-0.536959445610822	0.350937902469073	-1.53006968421755	0.125999481221137	0.398484982930224	ENSMUSG00000020899	237823
Pfdn1	1159.21445309482	-0.194711782570555	0.141836992345129	-1.37278561362023	0.169819004443179	0.468425264604566	ENSMUSG00000024346	67199
Pfdn2	429.013652017026	-0.240665159297974	0.213881154857659	-1.12522844501256	0.26049224238677	0.577640705020985	ENSMUSG00000006412	18637
Pfdn4	285.147938999858	0.403846067105631	0.249774455792492	1.61684294666681	0.105912186386832	0.36254962853785	ENSMUSG00000052033	109054
Pfdn6	544.306190978486	-0.116042252421555	0.201718209033058	-0.575269099293547	0.565109316555502	0.817527444776106	ENSMUSG00000024309	14976
Pfkfb1	48.0519769605442	0.626244442419249	0.508602817601379	1.23130352555395	0.218209363796173	0.530805258358967	ENSMUSG00000025271	18639
Pfkfb3	173.782820714284	-0.00797843850268812	0.284838293351909	-0.0280104139397824	0.97765384528388	0.992784891911867	ENSMUSG00000026773	170768
Pfkfb4	27.0581027418168	-0.629724439427018	0.948873448255758	-0.663654822025627	0.506911260853827	0.783110158066483	ENSMUSG00000025648	270198
Pfkl	1143.37134072081	-0.0139087329158551	0.180703729411123	-0.0769698166229377	0.938647556559659	0.980725068655539	ENSMUSG00000020277	18641
Pfkm	78.2703894021705	-0.403366965630268	0.413598372227703	-0.975262459225052	0.329430087013788	0.648936011763608	ENSMUSG00000033065	18642
Pfn1	19290.5749235843	0.0998804709815465	0.121589049961337	0.821459424292788	0.411384627121995	0.715686793177065	ENSMUSG00000018293	18643
Pgam1	497.105338997068	-0.0185722081779957	0.185214166772768	-0.100274231186544	0.920126614897643	0.976250239306575	ENSMUSG00000011752	18648
Pgam1-ps1	23.4408504345639	0.14582051438459	0.744474268947855	0.195870455792481	0.84471156218848	0.950404467696966	NA	83437
Pgam1-ps2	308.069083834357	0.230921098827324	0.234889921951061	0.983103476340022	0.325556513538533	0.645937067721464	NA	668045
Pgam2	12.8803969949893	0.552238810846148	1.08443874604141	0.509239284249128	0.610584510237916	0.842094477410494	ENSMUSG00000020475	56012
Pgam5	303.285605443235	-0.33040401513612	0.248993141995135	-1.32696030295716	0.184521814602138	0.486192004642015	ENSMUSG00000029500	72542
Pgap1	64.8964185075636	0.805165259110449	0.569719286646595	1.4132666349593	0.157577340377506	0.452725344352973	ENSMUSG00000073678	241062
Pgap2	282.147970292369	-0.299937619872601	0.240571666199115	-1.24677034752858	0.212481716061485	0.522292783488735	ENSMUSG00000030990	233575
Pgap3	152.374124089651	-0.298911833149926	0.310384035923264	-0.963038682903863	0.335528111038691	0.655106398906939	ENSMUSG00000038208	320655
Pgghg	206.03656174193	0.427342820408639	0.263531782722913	1.6215987915885	0.104889281573801	0.361242658828117	ENSMUSG00000062031	212974
Pggt1b	217.285370774377	-0.31639135859183	0.332736214610869	-0.950877435934787	0.341666597349681	0.659552379916921	ENSMUSG00000024477	225467
Pgk1	473.77046045772	0.189497411925168	0.207361858928101	0.913848925278358	0.360796234257918	0.675562097724627	ENSMUSG00000062070	18655
Pgk1-rs7	15.3952117060293	0.150634990449841	0.944115079936145	0.159551514059101	0.873234375726657	0.959508872368376	NA	668435
Pglyrp2	350.779823127751	-0.0770600045750325	0.209107722326524	-0.368518215002612	0.712486865730636	0.896689830191282	ENSMUSG00000079563	57757
Pgm1	412.06379584064	0.452644950350891	0.213423944900339	2.12087238178575	0.0339325434071763	0.183484608731313	ENSMUSG00000025791	72157
Pgm2	1000.2464752387	-0.0956823902997476	0.152412082774405	-0.627787433633942	0.530143199284062	0.798008089108929	ENSMUSG00000029171	66681
Pgm2l1	76.728408121815	1.15847678815435	0.443153301410686	2.61416711658603	0.00894452743872842	0.0762699686095709	ENSMUSG00000030729	70974
Pgm3	259.112126937945	-0.0390070912447824	0.26044253205486	-0.149772354526817	0.880944221192323	0.960805628396225	ENSMUSG00000056131	109785
Pgpep1	48.2373417247541	0.257194118585983	0.574361594407729	0.447791288780714	0.654303830894435	0.867827491348813	ENSMUSG00000056204	66522
Pgrmc1	2286.00751842292	0.427372399731335	0.155257132046694	2.75267483108475	0.00591105752284549	0.0571638447184627	ENSMUSG00000006373	53328
Pgrmc2	364.031954424568	0.0208715561104348	0.212912147261651	0.0980289587929684	0.921909298315532	0.977228355663294	ENSMUSG00000049940	70804
Pgs1	576.101760838218	-0.284586206410235	0.199137160617244	-1.42909643548263	0.152976517890831	0.444562382965135	ENSMUSG00000017715	74451
Phactr2	216.058341618981	-0.0252802424225286	0.272191966960114	-0.0928765191157646	0.926001660132824	0.978173908079739	ENSMUSG00000062866	215789
Phactr4	76.9353028754131	-0.54255825381369	0.433734856128509	-1.25089843748444	0.210971534029856	0.521116182700299	ENSMUSG00000066043	100169
Phax	695.425064418587	0.101406994643653	0.208001915249521	0.487529138960113	0.625883398323518	0.851884768358352	ENSMUSG00000008301	56698
Phb	325.353530832376	-0.304915608411815	0.218531773097401	-1.39529187948295	0.162927839850918	0.460081823393808	ENSMUSG00000038845	18673
Phb2	2121.72062164084	-0.359474638566429	0.133545668279315	-2.69177310801707	0.00710732795750764	0.065499993984303	ENSMUSG00000004264	12034
Phc1	173.178417293719	0.176247409104238	0.329648879463708	0.534651928412338	0.592890568372371	0.83368285872534	ENSMUSG00000040669	13619
Phc3	245.80738147584	0.326594000158632	0.251133994647867	1.30047706451121	0.193437512122169	0.498798157903591	ENSMUSG00000037652	241915
Pheta2	77.3196712371477	-0.443951924046657	0.467116039678436	-0.950410361314664	0.341903781244204	0.659746965635693	ENSMUSG00000049687	338368
Phf1	180.240161406887	0.298821169513307	0.316405913910662	0.94442346484611	0.344953295293765	0.661887151198739	ENSMUSG00000024193	21652
Phf10	429.311548896093	-0.205844588494592	0.24169542402347	-0.851669365799012	0.394397627922387	0.701957417707717	ENSMUSG00000023883	72057
Phf11a	395.078770295171	0.504945919430882	0.240653195942253	2.09823068193139	0.0358847724939382	0.189119095007446	ENSMUSG00000044703	219131
Phf11c	915.701955525546	0.0494466978392344	0.152007402403601	0.325291380928584	0.744960553494075	0.910404070052959	ENSMUSG00000091144	628705
Phf11d	34.887415823323	0.203016818386326	0.650059304177721	0.312305072908891	0.754808685105887	0.916037849606447	ENSMUSG00000068245	219132
Phf12	343.332809973524	-0.126824865729428	0.214717878407808	-0.59065815417826	0.554749491261917	0.81231028791667	ENSMUSG00000037791	268448
Phf14	518.044708628413	0.0317706262814738	0.183799493481779	0.172854808681088	0.862765554297664	0.95616617773984	ENSMUSG00000029629	75725
Phf19	124.335432489115	0.228223113139628	0.372660077401996	0.612416319801917	0.540262346998246	0.803313792629666	ENSMUSG00000026873	74016
Phf2	157.409400613096	-0.0821183936842082	0.369491417600626	-0.222247093633357	0.824121535268711	0.942687761517979	ENSMUSG00000038025	18676
Phf20	280.652619235069	-0.0546068090634559	0.266225379954868	-0.20511496339197	0.837482305883711	0.948037297594427	ENSMUSG00000038116	228829
Phf20-ps	21.8317642187862	-0.243260391148977	0.815076118723767	-0.298451133042482	0.765358867646342	0.919839277128333	ENSMUSG00000098506	100416335
Phf20l1	1037.41241360911	0.191303712379337	0.164348262734856	1.16401420493241	0.244418255203113	0.558059862404312	ENSMUSG00000072501	239510
Phf21a	108.945959392313	-0.358268871638964	0.395113645631486	-0.906748920469108	0.364539587072603	0.679161059311112	ENSMUSG00000058318	192285
Phf21b	12.796209616083	-0.694280660082285	0.996068016267255	-0.697021336639327	0.485789441057757	0.770611158767575	ENSMUSG00000016624	271305
Phf23	560.589540800368	-0.242935880336866	0.189776556900352	-1.28011533302518	0.200504576870625	0.506912896230034	ENSMUSG00000018572	78246
Phf2os1	12.0563523854253	-1.06642595476449	1.14914306290428	-0.928018441906842	0.353398003441521	0.669264855847754	NA	102642832
Phf3	607.939093489834	0.061571947756491	0.19482580810562	0.316035890497173	0.751975266470281	0.914328620843016	ENSMUSG00000048874	213109
Phf5a	1210.06951336809	-0.110996924510645	0.149093534155514	-0.744478458702764	0.45658706853112	0.750380928903075	ENSMUSG00000061360	68479
Phf7	230.697136158867	0.247184983812085	0.26646855751873	0.927632836360854	0.353598058652543	0.669299820657027	ENSMUSG00000021902	71838
Phf8	507.524157771218	-0.0460811378296321	0.212189765031558	-0.2171694653735	0.828076279919518	0.943797266284273	ENSMUSG00000041229	320595
Phip	846.416800175896	0.292749562680401	0.161116930019756	1.81700062584674	0.069217017516376	0.283011527735987	ENSMUSG00000032253	83946
Phka2	195.982905663647	0.0228263432630451	0.314488415989987	0.0725824612368929	0.942138383808331	0.981952090686604	ENSMUSG00000031295	110094
Phkb	222.63102644622	0.363078366072542	0.340216371912986	1.06719839504197	0.285882257157503	0.604518641850554	ENSMUSG00000036879	102093
Phkg2	338.711482872996	0.15630828663539	0.246287344131688	0.634658216752757	0.525651350255252	0.795437758337041	ENSMUSG00000030815	68961
Phlda1	42.837895876855	0.206009537665666	0.574892147523244	0.358344671349571	0.720085391787887	0.899551981836907	ENSMUSG00000020205	21664
Phlda2	5.41210645003057	1.399291915491	1.46710497782145	0.953777634623564	0.340196212755115	NA	ENSMUSG00000010760	22113
Phlda3	37.8307587368813	-1.23998816623837	0.643483590055485	-1.92699267767101	0.0539805424781494	0.24238218042006	ENSMUSG00000041801	27280
Phldb1	8.96530300556327	-0.19111688571724	1.21543203036	-0.157241936153874	0.875054179088377	0.959508872368376	ENSMUSG00000048537	102693
Phlpp1	274.929975704638	-0.042454305281443	0.281692272103617	-0.150711643469675	0.880203187993116	0.960563404445442	ENSMUSG00000044340	98432
Phlpp2	29.0216842046239	1.32946651427651	0.784485177477725	1.69469934225017	0.0901324705223899	0.331808474704304	ENSMUSG00000031732	244650
Phospho2	534.932328110724	0.251445732536096	0.213854975650515	1.17577686360224	0.239684054120937	0.55305189873135	ENSMUSG00000027088	73373
Phpt1	116.125616863991	-0.947459688838102	0.360452494259383	-2.62852859649323	0.00857551450023266	0.0740995780350917	ENSMUSG00000036504	75454
Phrf1	984.504784007844	0.0878404159152591	0.164402481757223	0.534301033514659	0.593133277284095	0.83368285872534	ENSMUSG00000038611	101471
Phtf1	955.294879963373	0.173355689884121	0.172400772363599	1.00553893992138	0.314637408840159	0.63478340259307	ENSMUSG00000058388	18685
Phtf1os	12.8593662022054	-0.060239636286461	1.06178951287844	-0.0567340659855979	0.954757036975998	0.985533112262442	ENSMUSG00000089998	100125931
Phxr4	11.1730055332272	1.74898290394652	1.20538586585904	1.45097346292516	0.146787249784344	0.435032106395658	ENSMUSG00000031802	18689
Phyh	381.160935633576	0.243240163470027	0.238118651546036	1.02150823503635	0.307013709507533	0.626287183628083	ENSMUSG00000026664	16922
Phykpl	219.489712727363	-0.109557708228642	0.259885178589167	-0.421561971419052	0.673344768651814	0.878802399592874	ENSMUSG00000020359	72947
Pi4k2a	545.171841157997	0.194817493958477	0.184335925489697	1.05686123549132	0.290574922287001	0.610394287579909	ENSMUSG00000025178	84095
Pi4kb	142.176456000909	0.416570818985105	0.332003803639527	1.25471700751175	0.209581509474463	0.519405812895546	ENSMUSG00000038861	107650
Pias1	926.565061583133	0.325344162468431	0.153919693869499	2.11372667323698	0.0345386189675642	0.184434611332636	ENSMUSG00000032405	56469
Pias2	440.080502330303	0.173419578387241	0.221938298056129	0.781386447972952	0.434575239314681	0.732914802204183	ENSMUSG00000025423	17344
Pias3	252.761698251328	0.121229166411101	0.263935081374224	0.459314335100512	0.646008455035532	0.863729733475077	ENSMUSG00000028101	229615
Pibf1	125.853123258808	0.223658916128921	0.340534671334021	0.656787501997234	0.511317561492001	0.785624394480651	ENSMUSG00000022064	52023
Pick1	211.930691060919	-0.209134268449453	0.272808477981765	-0.766597394614077	0.443320925012042	0.739840663225695	ENSMUSG00000068206	18693
Pidd1	274.621853842198	0.291527339851283	0.275796093864169	1.05703940823347	0.290493602432685	0.610394287579909	ENSMUSG00000025507	57913
Pif1	281.695362444004	0.0389194399566508	0.255173523134831	0.152521466484931	0.878775660698391	0.960064977940598	ENSMUSG00000041064	208084
Piga	275.14467206246	0.510587745823756	0.29917412569429	1.70665743449184	0.0878857431509876	0.326606286132654	ENSMUSG00000031381	18700
Pigb	173.096460793426	0.510033240551382	0.29812111973829	1.7108255899452	0.0871133141171985	0.324703690266144	ENSMUSG00000079469	55981
Pigc	208.34687831841	0.377805052411745	0.263262929200141	1.43508641174666	0.151262475168906	0.442367737682066	ENSMUSG00000026698	67292
Pigf	177.438390966751	0.364846255897592	0.36016847886364	1.01298774686977	0.311066013679933	0.63045347998713	ENSMUSG00000024145	18701
Pigg	82.6268670057056	0.21601983173883	0.444304774094094	0.486197412979141	0.626827205399105	0.852040056606186	ENSMUSG00000029263	433931
Pigh	200.72435835999	0.112940156892925	0.266555683197319	0.423701928010744	0.67178320891549	0.87759961359037	ENSMUSG00000021120	110417
Pigk	792.244438433527	0.0844108923632926	0.166825915076725	0.50598189330759	0.61286936078133	0.843464225651784	ENSMUSG00000039047	329777
Pigl	126.835262388933	-0.283344702063588	0.332331882660567	-0.852595603512971	0.393883601502803	0.701763093534938	ENSMUSG00000014245	327942
Pigm	242.58858718028	0.363497317991341	0.254391507331185	1.42888935957329	0.153036036185364	0.444615077163113	ENSMUSG00000050229	67556
Pign	211.655455820814	0.375951021842264	0.317337384583548	1.18470448206295	0.23613430972749	0.550723021075884	ENSMUSG00000056536	27392
Pigo	404.08651779833	0.397737663581159	0.236569363044983	1.68127291912068	0.0927099155003038	0.33785040426672	ENSMUSG00000028454	56703
Pigp	192.274773487653	-0.0889405950780237	0.287311521987002	-0.309561532593348	0.756894412734693	0.916574804117877	ENSMUSG00000022940	56176
Pigq	651.624145811719	-0.320924650621179	0.179267179054129	-1.79020304951793	0.0734212750442283	0.292511895607642	ENSMUSG00000025728	14755
Pigs	1298.85370992303	-0.18071949220191	0.148838558024311	-1.21419808550141	0.224672091422491	0.538029533089678	ENSMUSG00000041958	276846
Pigt	302.73953923148	-0.0788051816133074	0.25176207516179	-0.313014506107264	0.754269641270145	0.916037849606447	ENSMUSG00000017721	78928
Pigu	465.299972579101	0.0240693122541006	0.214635968890212	0.112140161681905	0.910712273822651	0.972056689537762	ENSMUSG00000038383	228812
Pigv	416.863901815976	0.00264044282740607	0.207778148164329	0.0127079909544568	0.989860763122039	0.996034681882339	ENSMUSG00000043257	230801
Pigw	19.3108363495616	-0.0966081717174104	1.12068784942674	-0.0862043536626437	0.931303969871232	0.979328953837332	ENSMUSG00000045140	70325
Pigx	790.814852460306	0.0334078539291691	0.181950379310712	0.183609696532258	0.854319655720009	0.954402072414541	ENSMUSG00000023791	72084
Pigyl	306.577139817696	-0.60716734804575	0.251612864979961	-2.41310136544134	0.0158174198806728	0.111833091629769	ENSMUSG00000010607	66268
Pih1d1	401.68778522361	-0.16685622095829	0.252922073227257	-0.65971395390376	0.509437410345778	0.784669797604364	ENSMUSG00000003423	68845
Pik3ap1	1754.04633201213	0.192283919780407	0.182628080005863	1.05287160536449	0.292399841403301	0.612496955710494	ENSMUSG00000025017	83490
Pik3c2b	24.1715894166337	2.42872502065356	1.07516046597931	2.25894189519083	0.0238869994798498	0.146614377028341	ENSMUSG00000026447	240752
Pik3c3	595.071979821341	0.235551977688653	0.180787657695147	1.30292067883225	0.19260184333644	0.497900167741744	ENSMUSG00000033628	225326
Pik3ca	718.502985167267	0.425438031352066	0.198218182464531	2.14631183709998	0.0318481078320242	0.176815021336254	ENSMUSG00000027665	18706
Pik3cb	67.1252932468243	-0.81877289270717	0.640438253114175	-1.27845719509387	0.201088268359745	0.507213945917275	ENSMUSG00000032462	74769
Pik3cd	3213.84441139842	0.029166426145894	0.159928442947996	0.18237172580601	0.85529101323433	0.954924187255521	ENSMUSG00000039936	18707
Pik3ip1	783.44121249971	-0.110999238621447	0.176183777587323	-0.630019631440991	0.528681740127314	0.797033058747345	ENSMUSG00000034614	216505
Pik3r1	767.993004022239	0.328729656860015	0.180288012143081	1.82335837503787	0.0682491303381929	0.280874902734563	ENSMUSG00000041417	18708
Pik3r2	196.154688031571	0.135783652135658	0.310284467019121	0.437610214394942	0.661668865448594	0.872280825985058	ENSMUSG00000031834	18709
Pik3r4	431.68337805252	0.436722198062131	0.232309096992934	1.87991862443258	0.0601191692134877	0.260231744767852	ENSMUSG00000032571	75669
Pik3r5	1738.75330495218	0.157284545860644	0.151316470844613	1.03944101380847	0.298599677787242	0.618338718461122	ENSMUSG00000020901	320207
Pikfyve	101.02718972075	0.625676767177697	0.377529794570604	1.65729109642679	0.0974606365261415	0.346776779627135	ENSMUSG00000025949	18711
Pim3	400.506987483721	-0.0707759837845163	0.204327332698478	-0.346385296816648	0.729053173434599	0.902508228821129	ENSMUSG00000035828	223775
Pimreg	361.064223681571	0.279313712527111	0.236937533535521	1.17884958266959	0.238458076668915	0.551336301696313	ENSMUSG00000020808	109212
Pin1rt1	11.1258988273128	-0.301793846142205	1.02767552393318	-0.293666472650006	0.769012776154211	0.921808608816426	ENSMUSG00000074997	241593
Pin4	17.8919401711487	0.0552536319328978	0.836777191158476	0.0660314747064293	0.94735276693686	0.983346448925731	ENSMUSG00000079480	69713
Pink1	1344.15342893467	-0.377508023095949	0.146933840101657	-2.56923811992369	0.0101922395380189	0.0834923421653844	ENSMUSG00000028756	68943
Pinx1	183.648136121559	-0.174078408724793	0.285813078041051	-0.609063832620671	0.542482129337984	0.804744422286	ENSMUSG00000021958	72400
Pip4k2a	1905.81916032636	0.358647617928195	0.129924951273266	2.76042141569765	0.00577268441759283	0.0563422216501427	ENSMUSG00000026737	18718
Pip4k2b	51.7716090605099	-0.154641321857013	0.514275071565146	-0.300697681858032	0.763645036635231	0.91898613111028	ENSMUSG00000018547	108083
Pip4k2c	390.101493403739	-0.15343131798847	0.259672643051523	-0.590864390585907	0.554611287058483	0.812280741154862	ENSMUSG00000025417	117150
Pip4p1	403.827253867597	-0.0586469382231598	0.215680805195462	-0.271915426919937	0.785687049049725	0.92864389791578	ENSMUSG00000035953	219024
Pip4p2	217.448620724225	-0.264753259853944	0.293733616258465	-0.901337964739383	0.367408654068847	0.681308299289534	ENSMUSG00000028221	72519
Pip5k1a	244.257780046349	0.209087354476299	0.355306881824153	0.588469757193669	0.55621702754018	0.812538393954212	ENSMUSG00000028126	18720
Pip5k1c	1952.54755326898	0.419591545293378	0.16027489783433	2.61794922949878	0.00884599655375829	0.0757210678787063	ENSMUSG00000034902	18717
Pir	10.4851441156328	0.586958812857526	1.09083714964088	0.538081062833953	0.59052108566674	0.832337922473841	ENSMUSG00000031379	69656
Pisd	381.714165844152	-0.533867634604567	0.206847190264617	-2.58097600417775	0.00985214295538809	0.0816822468846656	ENSMUSG00000023452	320951
Pisd-ps2	8.04983323520317	-0.491870263177714	1.54667716421368	-0.318017408259712	0.750471732000135	0.914043774839493	NA	328734
Pithd1	1112.46444250343	-0.367716870137949	0.156931344570129	-2.34317032805148	0.0191206518254862	0.127881039314711	ENSMUSG00000028669	66193
Pitpna	4447.07076121357	0.21108499380025	0.116973554215003	1.80455313354218	0.071144637526821	0.287196471711892	ENSMUSG00000017781	18738
Pitpnb	1198.92519594635	0.00879392234747189	0.15302381265973	0.0574676724793571	0.954172657158894	0.985533112262442	ENSMUSG00000050017	56305
Pitpnc1	677.974140094127	0.374247501463339	0.165339596323741	2.26350801492553	0.0236043911002246	0.145511425567389	ENSMUSG00000040430	71795
Pitpnm1	1529.31301715666	-0.29593645144695	0.166367889778492	-1.77880750811331	0.0752713258398552	0.297205784981841	ENSMUSG00000024851	18739
Pitpnm2	309.164372421161	-0.427212024280726	0.231574624264223	-1.84481363464628	0.0650646533409103	0.271951107354509	ENSMUSG00000029406	19679
Pitrm1	531.727173712723	-0.159168864096076	0.198577382052834	-0.80154578759492	0.422815747842647	0.724253653108054	ENSMUSG00000021193	69617
Pitx2	13.1163588314561	1.42027535442862	1.25565638273816	1.13110192720996	0.258012193250202	0.574650187760277	ENSMUSG00000028023	18741
Piwil2	16.4160303903851	-1.11317256048452	0.951512055477893	-1.16989853578412	0.242041803214384	0.555687133346534	ENSMUSG00000033644	57746
Piwil4	5.0053873263387	-1.68478510917776	2.01838551384234	-0.834719184032631	0.403875837659954	NA	ENSMUSG00000036912	330890
Pja1	585.329437222206	0.258554920171462	0.184500974104083	1.40137428231464	0.161102178623322	0.457484815792424	ENSMUSG00000034403	18744
Pja2	386.25754704175	0.0589099022469875	0.216011986625837	0.272715894924052	0.785071615317545	0.928476676226778	ENSMUSG00000024083	224938
Pkd1	258.96669297155	0.657600205642636	0.27472916078767	2.39363088999087	0.0166825277762041	0.116046552296371	ENSMUSG00000032855	18763
Pkd1l2	17.9535144757195	-0.51192783159117	0.881556650791093	-0.580708943811808	0.561436632845327	0.815483587142037	ENSMUSG00000034416	76645
Pkd1l3	24.8960202096309	0.195246085108578	0.721578036253045	0.270582078859325	0.786712480810177	0.929227164853014	ENSMUSG00000048827	244646
Pkd2l2	16.6567319643022	0.473530977918303	1.00610056943624	0.470659685824093	0.637883777691464	0.858083210072891	ENSMUSG00000014503	53871
Pkdcc	25.8471226517599	-1.21114746496058	0.74296495834972	-1.6301542237615	0.103068905937106	0.357915104832388	ENSMUSG00000024247	106522
Pkig	143.514523736	-0.850034702660473	0.354466348222217	-2.39806883480962	0.0164817676235271	0.115221301701608	ENSMUSG00000035268	18769
Pkm	11121.2479721286	0.00721092918938336	0.117395377357759	0.0614243026572354	0.951021298177517	0.984897270971974	ENSMUSG00000032294	18746
Pkmyt1	556.644782437167	-0.311498343029256	0.187234390772878	-1.66368123795759	0.0961761476232164	0.343991526436402	ENSMUSG00000023908	268930
