Nf1	Nf2	Nf3	Rx1	Rx2	Rx3
2810002D19Rik	206	279	275	163	179	226
2810004N23Rik	173	267	226	166	237	224
2810006K23Rik	332	360	329	210	218	305
2810007J24Rik	0	0	0	0	0	0
2810008D09Rik	52	61	55	76	40	51
2810013P06Rik	214	239	178	192	189	236
2810021J22Rik	316	461	386	208	246	177
2810025M15Rik	19	8	30	21	13	29
2810029C07Rik	9	31	11	5	9	11
2810032G03Rik	17	21	27	13	34	49
2810047C21Rik1	132	150	110	69	121	54
2810049E08Rik	2	1	0	0	1	2
2810055G20Rik	609	475	634	400	407	545
2810403A07Rik	1718	1868	1963	1405	1012	1382
2810403D21Rik	11	11	17	7	10	9
2810404M03Rik	0	0	0	0	0	1
2810405F15Rik	1	0	1	0	0	2
2810408A11Rik	60	18	28	24	19	71
2810408I11Rik	14	5	0	2	4	0
2810408M09Rik	55	92	56	36	43	83
2810410L24Rik	13	24	19	18	13	28
2810417H13Rik	214	316	278	169	106	154
2810428I15Rik	65	68	93	62	64	66
2810429I04Rik	18	3	21	2	6	13
2810433D01Rik	101	121	42	30	14	40
2810442I21Rik	10	36	15	19	16	16
2810442N19Rik	21	19	35	47	30	59
2810454H06Rik	9	23	46	9	31	21
2810459M11Rik	0	6	0	6	10	4
2810468N07Rik	74	66	79	66	66	62
2810471M01Rik	1	9	0	4	12	18
2810474O19Rik	2189	3029	2395	1888	1823	1571
2900005J15Rik	751	433	552	254	331	406
2900008C10Rik	6	30	13	22	15	36
2900009J06Rik	0	10	0	1	6	5
2900011O08Rik	138	272	146	593	500	1280
2900026A02Rik	1166	2298	1202	988	1117	1496
2900041M22Rik	2	6	6	10	5	7
2900052N01Rik	37	63	8	102	64	125
2900055J20Rik	1	6	0	27	23	48
2900056M20Rik	860	1065	735	698	567	1035
2900057B20Rik	11	13	16	11	2	17
2900060B14Rik	0	2	1	6	5	1
2900076A07Rik	134	205	166	70	241	114
2900079G21Rik	0	0	0	5	2	8
2900092C05Rik	0	0	0	0	0	0
2900092D14Rik	0	0	0	0	0	18
2900097C17Rik	4704	6283	5098	5101	6778	9230
3000002C10Rik	25	31	25	18	29	19
3010001F23Rik	66	121	69	75	31	102
3010026O09Rik	69	159	99	86	87	126
3010033K07Rik	4	1	2	26	50	2
3100003L05Rik	0	0	1	0	0	0
3110001I22Rik	65	80	60	39	19	25
3110002H16Rik	189	232	288	165	166	235
3110007F17Rik	35	18	18	31	22	29
3110009E18Rik	51	52	73	30	13	47
3110009F21Rik	3	0	1	0	0	0
3110015C05Rik	0	0	0	0	0	0
3110021A11Rik	13	11	18	15	19	25
3110021N24Rik	36	48	49	57	74	80
3110035E14Rik	98	97	268	43	29	22
3110039I08Rik	13	28	47	18	21	33
3110039M20Rik	0	0	0	0	0	0
3110040N11Rik	168	206	241	152	139	164
3110043O21Rik	300	446	503	512	515	693
3110045C21Rik	19	3	9	2	4	14
3110052M02Rik	429	599	473	401	418	787
3110056K07Rik	119	168	169	89	104	127
3110057O12Rik	158	204	76	172	115	160
3110062M04Rik	100	165	102	101	113	61
3110070M22Rik	9	7	9	12	6	4
3110079O15Rik	0	0	0	0	0	0
3110082I17Rik	166	102	116	83	104	63
3110082J24Rik	0	0	0	0	0	0
3110099E03Rik	0	0	0	0	0	0
3200001D21Rik	147	50	92	80	55	78
3300002I08Rik	15	32	9	14	11	24
3300005D01Rik	1	1	11	0	0	0
3425401B19Rik	44	868	6	17	930	60
3632451O06Rik	217	328	293	416	428	933
3632454L22Rik	136	156	135	86	62	156
3830403N18Rik	0	1	8	0	5	0
3830406C13Rik	365	388	297	335	324	381
3830408C21Rik	161	206	152	106	131	121
3830417A13Rik	0	0	0	0	13	0
3930402G23Rik	7	2	5	0	0	0
4430402I18Rik	89	47	52	49	72	40
4631405J19Rik	8	3	1	11	4	8
4632415L05Rik	876	810	642	544	541	633
4632427E13Rik	391	278	314	275	216	356
4632428C04Rik	28	37	42	20	33	78
4632428N05Rik	517	595	909	203	142	137
4632434I11Rik	61	62	63	15	7	42
4732416N19Rik	5	10	14	0	0	0
4732456N10Rik	0	0	0	2	3	0
4732471J01Rik	166	121	178	313	220	229
4732490B19Rik	2	0	0	0	0	0
4732491K20Rik	156	137	148	139	159	153
4831440E17Rik	150	262	134	179	194	151
4833403I15Rik	597	1813	339	125	110	98
4833411C07Rik	39	57	91	30	11	9
4833412C05Rik	11	10	53	22	20	47
4833417C18Rik	54	95	104	65	41	57
4833418N02Rik	103	174	118	104	69	94
4833419F23Rik	18	8	3	3	0	10
4833420G17Rik	948	1228	744	712	627	1004
4833422C13Rik	114	234	162	108	61	135
4833423E24Rik	0	0	0	0	0	0
4833424O15Rik	8	9	23	23	22	36
4833427F10Rik	8	11	11	11	14	12
4833427G06Rik	5	1	0	0	1	0
4833428L15Rik	1	0	0	0	0	0
4833439L19Rik	1924	2569	2189	2134	2877	2740
4921501E09Rik	0	0	0	0	0	0
4921504A21Rik	54	103	38	57	90	107
4921504E06Rik	1	0	0	0	0	0
4921506M07Rik	0	0	0	0	0	0
4921507L20Rik	69	63	96	70	30	32
4921507P07Rik	40	105	27	66	23	71
4921508D12Rik	0	0	0	0	0	2
4921509C19Rik	0	0	1	8	1	3
4921509O07Rik	0	0	4	8	7	10
4921511C10Rik	46	76	40	40	8	28
4921511C20Rik	0	0	0	0	0	0
4921511H03Rik	0	0	0	0	1	5
4921511I17Rik	16	29	25	10	14	8
4921511M17Rik	0	0	0	0	0	0
4921513I03Rik	4	25	14	8	20	28
4921515E04Rik	13	15	3	7	3	9
4921517D22Rik	0	0	0	0	0	0
4921524J17Rik	128	107	105	127	103	94
4921524L21Rik	0	0	0	0	0	0
4921525O09Rik	0	0	0	0	0	0
4921529L05Rik	0	7	0	3	0	0
4921530L21Rik	0	0	0	0	0	0
4921531C22Rik	76	62	29	76	65	70
4921531P14Rik	0	0	0	0	0	0
4921533I20Rik	0	0	0	0	0	0
4921534H16Rik	7	31	8	16	22	86
4921536K21Rik	44	15	31	24	43	34
4921539E11Rik	0	1	1	5	0	1
4922502D21Rik	0	0	0	0	0	0
4922502H24Rik	0	1	0	0	0	0
4922502N22Rik	0	0	0	0	0	9
4930401C15Rik	0	0	0	0	0	0
4930401O10Rik	0	0	0	0	0	0
4930401O12Rik	0	0	0	0	0	0
4930402F06Rik	0	2	3	0	1	0
4930402F11Rik	0	0	0	0	2	7
4930402H24Rik	2010	1630	1978	1871	1770	1944
4930402K13Rik	0	0	0	0	0	0
4930404A05Rik	0	0	0	0	0	0
4930404A10Rik	0	0	0	0	0	7
4930404H11Rik	1	1	1	0	1	0
4930404I05Rik	31	42	20	13	20	36
4930404N11Rik	29	12	25	16	10	26
4930405A10Rik	110	96	99	87	71	100
4930405A21Rik	47	46	46	24	31	76
4930405D11Rik	0	0	0	0	0	0
4930405J17Rik	38	30	34	19	39	83
4930405L22Rik	0	0	0	0	2	12
4930406D18Rik	0	1	0	0	0	0
4930407I10Rik	0	0	0	0	0	0
4930412B13Rik	0	2	6	0	0	0
4930412C18Rik	41	7	25	43	28	34
4930412D23Rik	0	0	0	0	0	0
4930412O13Rik	5	0	7	0	0	0
4930413E15Rik	0	0	0	0	0	0
4930413F20Rik	0	4	0	0	0	0
4930413G21Rik	0	0	2	0	0	0
4930413M19Rik	0	0	0	0	0	0
4930414L22Rik	27	18	21	38	19	31
4930414N06Rik	42	35	18	28	14	16
4930415F15Rik	0	4	4	6	1	6
4930415L06Rik	0	0	0	0	0	0
4930415O20Rik	6	1	8	12	10	4
4930417O13Rik	0	0	1	2	0	0
4930417O22Rik	0	0	0	0	0	0
4930419G24Rik	163	256	163	290	242	359
4930423M02Rik	0	1	0	0	0	0
4930425K10Rik	0	0	0	0	0	1
4930425O10Rik	0	3	0	0	1	1
4930426D05Rik	0	0	0	0	0	1
4930426L09Rik	18	15	4	1	18	12
4930427A07Rik	88	82	44	30	12	50
4930428D18Rik	0	0	0	0	0	0
4930428E07Rik	12	1	1	7	10	5
4930428G15Rik	0	0	0	0	0	0
4930428O21Rik	0	0	0	0	0	0
4930429B21Rik	52	32	7	41	16	32
4930429D17Rik	0	2	2	0	0	0
4930429F11Rik	0	0	0	0	0	0
4930429F24Rik	73	169	99	112	143	157
4930430A15Rik	0	0	0	3	0	0
4930430D24Rik	0	0	0	0	0	0
4930430F08Rik	76	135	71	174	102	163
4930430F21Rik	0	0	0	0	0	0
4930430J02Rik	36	43	28	24	16	11
4930431F12Rik	189	228	161	96	135	197
4930431P03Rik	5	7	10	30	5	28
4930432J09Rik	4	0	0	0	3	1
4930432K21Rik	32	25	23	10	12	24
4930432M17Rik	0	1	0	0	0	0
4930433B08Rik	1	2	0	8	0	0
4930433I11Rik	0	0	0	0	0	1
4930433N12Rik	12	17	22	38	41	33
4930434J06Rik	0	0	0	0	0	5
4930435E12Rik	0	0	0	0	0	0
4930438E09Rik	200	288	125	70	56	49
4930440C22Rik	0	0	0	0	0	0
4930440I19Rik	0	0	0	0	0	0
4930441J16Rik	0	0	0	0	0	0
4930442J19Rik	0	0	0	0	0	0
4930442L01Rik	0	0	0	0	0	0
4930443O20Rik	10	8	6	3	3	1
4930444F02Rik	8	43	6	11	7	19
4930444G20Rik	2	10	15	10	6	8
4930444M15Rik	0	6	0	0	1	2
4930444P10Rik	2	1	0	9	0	7
4930447A16Rik	27	28	39	16	22	28
4930447C04Rik	7	39	27	55	114	155
4930447J18Rik	0	7	0	3	1	2
4930447K03Rik	9	7	10	2	6	1
4930447N08Rik	16	17	3	14	11	25
4930448C13Rik	0	0	0	0	0	0
4930448F12Rik	0	0	1	2	0	0
4930448H16Rik	0	0	3	0	0	1
4930448I06Rik	0	0	0	0	0	0
4930448I18Rik	0	0	0	0	0	0
4930448K20Rik	0	0	0	0	0	0
4930449E01Rik	0	0	0	0	0	0
4930449E18Rik	32	42	44	71	91	43
4930449I24Rik	0	0	0	0	0	0
4930451C15Rik	0	0	2	1	5	2
4930451G09Rik	12	16	27	27	47	40
4930451I11Rik	0	0	0	0	1	0
4930452A19Rik	6	2	0	0	0	0
4930452B06Rik	4	37	6	37	70	78
4930452G13Rik	0	0	2	0	0	7
4930452N14Rik	0	0	0	0	0	0
4930453H23Rik	0	0	0	0	0	0
4930453L07Rik	0	0	0	0	1	0
4930453N24Rik	273	276	203	194	235	249
4930455B14Rik	0	0	0	0	1	0
4930455C13Rik	72	109	89	82	49	57
4930455D15Rik	2	0	0	0	2	10
4930455F16Rik	0	0	0	2	1	1
4930455H04Rik	2	3	2	0	5	6
4930455J16Rik	0	0	0	0	0	0
4930456L15Rik	0	0	0	0	0	0
4930459C07Rik	0	0	0	0	0	1
4930459L07Rik	0	0	0	0	0	0
4930461G14Rik	0	2	0	0	5	0
4930463O16Rik	18	6	0	0	4	2
4930465K10Rik	0	0	0	0	0	0
4930465M20Rik	0	0	0	0	0	0
4930467D21Rik	2	0	4	9	0	0
4930467E23Rik	1	3	0	0	1	3
4930467K11Rik	0	3	0	1	0	0
4930468A15Rik	0	0	0	0	0	0
4930469G21Rik	0	2	0	1	7	15
4930470H14Rik	5748	6027	5153	4331	3910	4950
4930470P17Rik	0	0	0	0	0	0
4930471C04Rik	0	0	0	0	0	0
4930471G03Rik	4	4	5	2	1	0
4930471M09Rik	0	0	0	0	0	0
4930473A02Rik	73	72	48	49	21	39
4930473O22Rik	2	0	0	3	0	6
4930474G06Rik	2	9	3	14	18	54
4930474H20Rik	0	0	0	0	0	0
4930474M22Rik	49	51	58	17	44	35
4930474N05Rik	0	0	0	0	0	0
4930474N09Rik	0	3	0	0	0	0
4930478L05Rik	67	103	98	43	37	61
4930478P22Rik	0	0	0	0	0	0
4930479D17Rik	94	44	151	15	34	20
4930480E11Rik	0	0	0	0	0	0
4930480G23Rik	0	0	0	0	0	0
4930480K15Rik	37	88	35	95	148	268
4930480M12Rik	0	2	0	0	0	0
4930481A15Rik	60	107	23	6	26	3
4930482G09Rik	0	5	0	7	5	2
4930483J18Rik	0	4	0	0	0	6
4930483K19Rik	11	6	19	3	26	36
4930483O08Rik	0	3	0	1	0	1
4930486F22Rik	8	5	8	5	7	6
4930486I03Rik	0	0	0	0	0	0
4930486L24Rik	10	13	18	7	6	1
4930487D11Rik	1	0	0	0	0	0
4930487H11Rik	82	107	42	101	106	80
4930488B22Rik	0	0	0	0	0	0
4930488L21Rik	8	20	8	19	11	85
4930500F04Rik	0	0	0	0	0	0
4930500J02Rik	0	16	0	3	6	3
4930500L23Rik	0	0	0	0	0	0
4930502A04Rik	3	11	1	10	7	0
4930502E09Rik	15	12	12	10	8	16
4930502E18Rik	4	2	0	0	6	5
4930503B20Rik	3	3	0	0	1	0
4930503E14Rik	0	0	0	0	0	0
4930503E24Rik	0	0	0	0	0	0
4930503H13Rik	0	0	0	0	0	0
4930503L19Rik	649	697	561	405	315	459
4930503O07Rik	0	0	0	0	0	0
4930504O13Rik	0	0	0	0	0	0
4930505A04Rik	4	19	7	11	7	13
4930505G20Rik	0	0	1	1	0	2
4930506C21Rik	58	73	57	35	98	80
4930506M07Rik	2915	1534	3027	2173	1754	2796
4930507D05Rik	11	10	0	6	4	0
4930507D10Rik	0	0	0	0	3	0
4930509E16Rik	0	0	3	0	3	4
4930509J09Rik	12	0	8	6	7	5
4930509K18Rik	0	0	0	0	0	0
4930511A02Rik	0	0	0	0	0	0
4930511E03Rik	2	0	0	0	0	0
4930511M06Rik	1097	1234	1068	955	797	1077
4930512B01Rik	239	272	246	181	141	148
4930513D17Rik	2	1	1	2	0	12
4930513N10Rik	7	3	5	6	3	6
4930513O06Rik	0	0	0	0	0	0
4930515B02Rik	0	0	0	0	2	1
4930515G01Rik	23	11	15	9	2	2
4930515G16Rik	0	0	0	0	0	0
4930515L03Rik	0	0	1	0	0	0
4930515L19Rik	0	0	0	2	0	0
4930517E11Rik	0	1	3	3	6	1
4930518P08Rik	0	0	0	0	0	0
4930519D14Rik	0	0	0	0	0	0
4930519F09Rik	290	327	272	183	191	232
4930519F16Rik	0	0	0	3	0	0
4930519F24Rik	0	0	0	0	0	0
4930519G04Rik	1110	1212	1150	924	813	1067
4930519H02Rik	0	0	0	1	0	0
4930520O04Rik	28	60	32	98	23	36
4930520P13Rik	0	0	0	0	0	0
4930521E06Rik	85	105	107	95	87	127
4930522H14Rik	0	0	2	0	1	0
4930522O17Rik	2	1	0	0	0	0
4930523C07Rik	438	467	579	427	390	267
4930523O13Rik	0	0	0	0	0	0
4930524B15Rik	0	0	0	0	0	0
4930524C18Rik	0	0	0	0	0	0
4930524N10Rik	0	0	0	0	0	0
4930524O05Rik	0	0	0	0	0	0
4930524O08Rik	0	0	0	0	0	1
4930525D18Rik	8	1	1	0	0	0
4930525G20Rik	69	49	51	42	54	15
4930525M21Rik	0	0	0	0	0	0
4930526I15Rik	6	7	7	3	6	10
4930526L06Rik	6	2	4	4	6	10
4930527F14Rik	1	0	0	0	0	2
4930527G23Rik	0	0	0	0	0	0
4930528A17Rik	0	6	14	4	8	3
4930528D03Rik	94	82	124	61	61	82
4930528P14Rik	0	0	0	0	0	0
4930529C04Rik	0	0	0	0	0	0
4930529K09Rik	0	0	0	0	0	0
4930529L06Rik	0	0	0	0	0	0
4930529M08Rik	0	2	1	3	0	3
4930532M18Rik	0	0	0	0	0	0
4930533B01Rik	45	51	14	80	28	67
4930533P14Rik	0	0	0	0	0	0
4930538K18Rik	48	81	47	32	34	12
4930539C22Rik	0	0	0	4	1	7
4930539E08Rik	47	31	30	20	21	34
4930539J05Rik	23	30	30	11	26	25
4930539M17Rik	0	0	0	0	0	0
4930539N22Rik	2	50	19	42	45	84
4930540M03Rik	0	1	0	0	0	2
4930542C21Rik	1	0	0	1	0	0
4930542D17Rik	0	2	0	0	3	5
4930543E12Rik	0	0	0	0	0	0
4930544D05Rik	0	0	0	0	0	0
4930544G11Rik	0	0	0	0	0	0
4930544M13Rik	0	0	0	0	1	0
4930545E07Rik	0	0	0	0	0	0
4930545H06Rik	0	0	0	0	0	0
4930545L23Rik	100	60	46	109	76	125
4930546C10Rik	14	5	94	13	2	0
4930546K05Rik	8	9	3	10	0	9
4930547E08Rik	2	4	0	1	0	10
4930547E14Rik	8	16	10	13	6	14
4930548G14Rik	0	0	0	0	0	0
4930548H24Rik	0	0	0	5	5	0
4930548J01Rik	0	0	0	0	0	0
4930548K13Rik	0	0	0	0	0	0
4930549C01Rik	0	0	0	0	0	0
4930549G23Rik	17	17	5	1	3	8
4930550C14Rik	47	73	56	47	24	29
4930550L24Rik	0	0	0	0	3	0
4930552N02Rik	0	0	0	0	0	0
4930552P12Rik	0	1	1	0	0	6
4930553E22Rik	0	0	0	0	0	0
4930554C24Rik	0	0	0	0	0	0
4930555B11Rik	0	0	1	0	0	0
4930555G01Rik	0	3	0	4	0	0
4930556C24Rik	0	0	1	0	0	0
4930556G01Rik	0	0	0	0	3	0
4930556J02Rik	0	0	0	0	0	0
4930556M19Rik	30	47	30	36	32	28
4930556N09Rik	0	0	0	0	0	2
4930557A04Rik	0	0	0	0	0	0
4930557J02Rik	0	10	0	0	0	2
4930558C23Rik	0	0	0	0	3	0
4930558G05Rik	0	0	0	0	0	0
4930558J18Rik	0	0	0	0	2	0
4930558K02Rik	3	8	5	15	3	12
4930562C15Rik	24	27	17	29	35	23
4930562F07Rik	24	20	31	33	30	2
4930563D23Rik	2	7	1	0	1	0
4930563E18Rik	4	0	0	3	15	1
4930563E22Rik	14	47	29	35	18	33
4930563F08Rik	48	82	18	36	40	102
4930563M20Rik	0	0	0	0	0	0
4930564B18Rik	0	0	0	0	0	0
4930564C03Rik	12	32	28	15	6	12
4930564D02Rik	0	0	0	0	0	0
4930565D16Rik	0	0	0	0	0	0
4930565N06Rik	1372	2162	1458	831	826	1135
4930567H12Rik	0	0	0	0	0	0
4930567H17Rik	0	0	0	0	0	0
4930567J20Rik	0	0	0	0	0	0
4930567K20Rik	0	0	0	0	0	0
4930568D16Rik	0	0	0	1	0	0
4930568E12Rik	0	0	0	0	0	0
4930568G15Rik	2	0	0	2	3	0
4930570G19Rik	267	273	136	285	143	142
4930571K23Rik	0	0	0	0	0	0
4930571O06Rik	0	0	0	0	0	0
4930572K03Rik	0	0	0	0	0	0
4930572O03Rik	0	5	1	0	0	0
4930572O13Rik	0	0	13	0	1	0
4930573O16Rik	0	5	0	0	5	0
4930577N17Rik	20	20	24	25	7	17
4930578C19Rik	27	39	27	54	57	36
4930578E11Rik	19	22	27	9	21	20
4930578I06Rik	0	0	0	0	0	7
4930578M01Rik	2	2	13	3	6	3
4930578N18Rik	0	0	0	0	0	0
4930579F01Rik	0	0	0	0	0	0
4930579G18Rik	163	223	188	115	109	135
4930579G24Rik	269	287	252	206	165	262
4930579K19Rik	20	31	22	13	15	18
4930581F22Rik	95	65	84	64	32	59
4930583K01Rik	3	0	0	0	3	0
4930583P06Rik	1	2	10	15	7	21
4930584F24Rik	0	0	0	0	0	0
4930590J08Rik	35	38	12	18	8	11
4930590L20Rik	5	10	2	1	1	3
4930591A17Rik	0	0	0	0	0	0
4930592A05Rik	13	2	5	4	3	16
4930592I03Rik	49	41	55	58	34	31
4930593A02Rik	7	9	8	7	39	33
4930593C16Rik	0	0	0	0	0	0
4930594C11Rik	163	118	195	101	39	99
4930595M18Rik	0	0	0	0	0	0
4930596D02Rik	0	0	0	0	0	0
4930596I21Rik	127	130	171	56	35	64
4930597G03Rik	0	0	0	0	0	0
4930598F16Rik	0	0	1	0	0	0
4930599N23Rik	31	40	17	4	11	18
4931402G19Rik	8	5	17	25	6	1
4931403E22Rik	51	60	45	27	11	17
4931403G20Rik	145	193	96	94	87	149
4931406B18Rik	21	13	25	3	6	19
4931406C07Rik	2992	2221	3018	7244	7889	2460
4931406H21Rik	394	711	437	261	226	299
4931406P16Rik	1654	1747	1667	1416	1104	1251
4931408C20Rik	0	0	0	0	0	0
4931408D14Rik	2	1	0	23	78	4
4931409K22Rik	7	0	0	0	0	0
4931412M21	0	0	0	0	6	6
4931414P19Rik	35	51	79	67	44	72
4931417E11Rik	0	0	0	0	0	0
4931419H13Rik	0	0	0	0	0	1
4931420L22Rik	0	0	0	0	0	0
4931423N10Rik	0	0	9	0	0	0
4931428F04Rik	28	19	20	26	21	52
4931428L18Rik	0	0	2	0	0	0
4931429I11Rik	23	178	19	157	245	410
4931429L15Rik	8	28	8	4	4	9
4931429P17Rik	0	0	0	1	2	1
4931430N09Rik	180	296	163	191	256	406
4931431B13Rik	0	0	0	0	0	0
4931431C16Rik	10	3	2	4	3	5
4931431F19Rik	0	0	0	0	0	0
4931440F15Rik	15	38	29	6	2	13
4931440J10Rik	7	15	3	2	3	8
4931440L10Rik	0	0	0	0	0	0
4931440P22Rik	9	3	11	1	16	4
4932411E22Rik	90	105	112	429	469	747
4932411N23Rik	7	0	2	0	3	2
4932412D23Rik	0	6	0	5	3	12
4932413F04Rik	9	0	0	14	9	28
4932414J04Rik	0	1	0	7	1	6
4932414N04Rik	0	0	0	0	0	0
4932415M13Rik	0	1	2	0	0	2
4932416H05Rik	49	71	69	17	21	45
4932416K20Rik	0	0	0	0	0	2
4932418E24Rik	0	6	0	0	1	0
4932429P05Rik	0	0	0	0	0	0
4932435O22Rik	41	127	19	123	125	203
4932438A13Rik	4902	5009	4905	3855	3720	5169
4932438H23Rik	76	42	41	17	16	9
4932441J04Rik	0	0	0	6	3	1
4932443I19Rik	0	0	0	2	1	3
4932702P03Rik	1	6	0	0	0	0
4933400A11Rik	7	6	19	23	21	21
4933400B14Rik	0	0	0	0	1	0
4933400C23Rik	0	0	0	0	0	0
4933400F21Rik	624	884	674	691	334	569
4933400L20Rik	0	0	0	0	0	5
4933401B06Rik	0	0	0	0	0	0
4933401D09Rik	0	0	0	0	21	0
4933401H06Rik	2	3	8	0	2	0
4933402C06Rik	0	0	0	4	3	17
4933402D24Rik	15	2	8	14	13	21
4933402E13Rik	5	0	0	0	0	0
4933402J07Rik	3	0	16	0	0	0
4933402J10Rik	0	0	0	0	0	0
4933402J15Rik	0	0	0	0	0	0
4933402N03Rik	0	0	0	0	0	0
4933402N22Rik	0	0	0	0	0	0
4933402P03Rik	0	0	0	0	0	0
4933403O08Rik	0	0	0	0	0	0
4933404G15Rik	0	0	0	0	0	0
4933404K08Rik	0	0	0	0	0	1
4933404O12Rik	138	146	168	134	104	153
4933405D12Rik	27	2	18	9	7	22
4933405E24Rik	0	0	0	1	0	0
4933405L10Rik	0	0	0	0	0	1
4933405O20Rik	0	1	0	1	13	0
4933406C10Rik	2	9	2	13	33	20
4933406D12Rik	0	0	0	0	0	0
4933406F09Rik	0	0	0	0	2	2
4933406G16Rik	0	0	0	4	0	0
4933406I18Rik	30	21	25	54	46	16
4933406J08Rik	0	0	0	0	0	0
4933406J10Rik	30	72	78	30	18	24
4933406K04Rik	0	0	0	0	0	0
4933406M09Rik	10	2	15	3	1	2
4933407E24Rik	8	15	25	3	27	6
4933407G14Rik	3	11	2	0	9	2
4933407I05Rik	0	0	0	1	0	0
4933407K13Rik	343	491	333	279	263	259
4933407L21Rik	7	1	2	2	0	2
4933408B17Rik	23	45	45	22	19	25
4933408J17Rik	4	0	1	0	0	0
4933408N05Rik	134	182	156	245	225	266
4933409G03Rik	0	0	0	0	0	0
4933409K07Rik	2	3	1	5	0	0
4933411E08Rik	0	4	0	28	2	1
4933411G06Rik	0	0	0	0	0	0
4933411G11Rik	0	0	0	0	0	0
4933411K16Rik	15	7	16	5	6	18
4933411K20Rik	1109	1585	1034	983	1129	1529
4933412E12Rik	22	45	87	32	38	64
4933412E24Rik	1	0	0	0	0	0
4933412O06Rik	0	2	0	0	0	1
4933413G19Rik	0	0	0	0	1	0
4933413J09Rik	75	97	36	57	39	51
4933413L06Rik	36	40	19	42	71	58
4933415F23Rik	4	0	0	0	1	0
4933416C03Rik	2	12	1	18	10	41
4933416E03Rik	0	0	0	0	0	0
4933416I08Rik	0	0	0	0	0	0
4933416M06Rik	3	8	0	0	13	8
4933416M07Rik	11	7	12	2	0	0
4933417A18Rik	1	0	3	1	1	0
4933417D19Rik	12	1	7	6	1	10
4933417E11Rik	0	0	2	0	0	0
4933417G07Rik	7	0	0	13	1	6
4933417O13Rik	2	3	6	13	3	3
4933421I07Rik	0	0	0	0	0	0
4933421O10Rik	700	917	801	604	424	758
4933422A05Rik	0	0	1	1	0	0
4933422H20Rik	0	0	4	6	0	3
4933424G05Rik	108	62	65	73	44	104
4933424G06Rik	0	0	0	0	0	2
4933425B07Rik	0	0	0	0	0	0
4933425L06Rik	18	0	1	3	2	6
4933426M11Rik	1535	2439	1838	1222	973	1464
4933427D06Rik	0	0	0	0	0	0
4933427D14Rik	332	357	344	237	178	207
4933427E11Rik	1	0	3	2	6	1
4933427E13Rik	0	0	0	0	0	0
4933427G17Rik	12	0	7	10	4	5
4933427I22Rik	0	0	0	8	7	15
4933428C19Rik	0	0	0	2	0	0
4933428G20Rik	139	86	118	135	105	172
4933429K18Rik	0	0	0	0	0	0
4933429O19Rik	0	0	0	0	0	0
4933430H16Rik	0	0	0	2	0	2
4933430I17Rik	4	5	16	4	7	29
4933430M04Rik	0	1	0	3	9	13
4933430N04Rik	0	0	0	0	0	0
4933431E20Rik	423	835	520	759	651	904
4933431G14Rik	102	66	129	53	80	62
4933432G23Rik	0	0	0	0	0	0
4933432I03Rik	11	23	50	2	5	4
4933432I09Rik	0	7	2	6	14	33
4933432K03Rik	0	0	1	0	6	0
4933433C11Rik	0	0	0	0	2	1
4933433F19Rik	0	0	0	2	0	0
4933433G08Rik	0	0	0	0	0	0
4933433G15Rik	29	48	15	6	5	17
4933433G19Rik	81	53	55	39	32	47
4933433H22Rik	2	35	16	3	13	0
4933434E20Rik	449	539	457	415	375	479
4933434I20Rik	0	0	1	0	0	3
4933436E23Rik	0	0	0	0	0	0
4933436H12Rik	0	0	0	0	0	0
4933436I01Rik	3	0	0	0	6	7
4933438B17Rik	0	0	0	0	1	0
4933438K21Rik	1	0	7	2	9	4
4933439C10Rik	111	129	136	87	78	89
4933439K11Rik	0	1	9	6	0	0
4933440J02Rik	0	0	0	1	0	1
4933440M02Rik	0	0	0	0	0	0
5031410I06Rik	7	21	45	5	9	16
5031414D18Rik	201	166	209	62	66	303
5031425E22Rik	130	250	149	119	136	120
5031425F14Rik	28	2	10	0	13	9
5031426D15Rik	654	992	593	845	476	542
5031434C07Rik	26	60	32	26	23	16
5031434O11Rik	17	33	13	23	37	42
5031439G07Rik	877	961	1103	737	651	783
5033403H07Rik	0	0	0	0	0	1
5033404E19Rik	0	0	0	0	0	0
5033406O09Rik	50	104	32	49	6	24
5133400J02Rik	2	0	0	0	1	2
5330411J11Rik	0	0	0	0	0	0
5330413P13Rik	0	0	0	0	0	0
5330417C22Rik	3	23	17	59	61	135
5330426P16Rik	338	439	333	594	572	768
5330434G04Rik	236	286	201	339	486	853
5330439B14Rik	1	16	8	7	27	0
5430401F13Rik	0	0	0	0	0	0
5430402E10Rik	0	0	0	0	0	0
5430402O13Rik	24	18	22	52	3	18
5430403N17Rik	23	8	40	1	10	9
5430405H02Rik	85	65	70	40	28	44
5430416N02Rik	25	42	38	16	21	21
5430416O09Rik	76	112	43	86	67	47
5430417L22Rik	612	615	680	468	652	355
5430419D17Rik	0	0	3	0	0	0
5430421F17Rik	1	0	0	0	3	3
5430421N21Rik	1	0	0	0	0	0
5430425K12Rik	2	9	0	3	6	0
5430427M07Rik	38	46	24	15	7	12
5430427O19Rik	273	189	464	49	35	137
5430428K19Rik	82	34	43	11	17	20
5430434I15Rik	0	6	2	0	0	0
5430435G22Rik	349	333	438	177	45	93
5430437J10Rik	125	105	223	11	25	21
5430440P10Rik	0	1	1	1	2	6
5530400C23Rik	0	0	0	0	0	0
5530401A14Rik	3	4	2	17	14	41
